dataset_id,kind,symbol,market,adjust,interval,status,quality_status,row_count,min_value,max_value,listing_date,coverage_status,error_type,error_message,data_path,metadata_path
daily:600763:qfq,equity_daily,600763,A,qfq,,success,FAIL,6805,1996-10-30,2026-08-24,1995-08-30,provider_history_shorter_than_listing,,negative_market_value,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=600763/adjust=qfq/data.parquet,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=600763/adjust=qfq/metadata.json
daily:600763:hfq,equity_daily,600763,A,hfq,,success,PASS,6805,1996-10-30,2026-08-24,1995-08-30,provider_history_shorter_than_listing,,,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=600763/adjust=hfq/data.parquet,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=600763/adjust=hfq/metadata.json
daily:603259:raw,equity_daily,603259,A,raw,,success,PASS,2016,2018-05-08,2026-08-24,,listing_date_unavailable,,,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=603259/adjust=raw/data.parquet,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=603259/adjust=raw/metadata.json
daily:603259:qfq,equity_daily,603259,A,qfq,,success,PASS,2016,2018-05-08,2026-08-24,,listing_date_unavailable,,,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=603259/adjust=qfq/data.parquet,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=603259/adjust=qfq/metadata.json
daily:603259:hfq,equity_daily,603259,A,hfq,,failed,NOT_RUN,0,,,,listing_date_unavailable,connection_error,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3",,
daily:603799:raw,equity_daily,603799,A,raw,,failed,NOT_RUN,0,,,,listing_date_unavailable,connection_error,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3",,
daily:603799:qfq,equity_daily,603799,A,qfq,,failed,NOT_RUN,0,,,,listing_date_unavailable,connection_error,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3",,
daily:603799:hfq,equity_daily,603799,A,hfq,,failed,NOT_RUN,0,,,,listing_date_unavailable,connection_error,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3",,
daily:601012:raw,equity_daily,601012,A,raw,,failed,NOT_RUN,0,,,,listing_date_unavailable,connection_error,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3",,
daily:601012:qfq,equity_daily,601012,A,qfq,,failed,NOT_RUN,0,,,,listing_date_unavailable,connection_error,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3",,
daily:601012:hfq,equity_daily,601012,A,hfq,,failed,NOT_RUN,0,,,,listing_date_unavailable,connection_error,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3",,
daily:600438:raw,equity_daily,600438,A,raw,,success,PASS,5252,2004-03-02,2026-08-24,,listing_date_unavailable,,,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=600438/adjust=raw/data.parquet,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=600438/adjust=raw/metadata.json
daily:600438:qfq,equity_daily,600438,A,qfq,,success,FAIL,5252,2004-03-02,2026-08-24,,listing_date_unavailable,,negative_market_value,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=600438/adjust=qfq/data.parquet,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=600438/adjust=qfq/metadata.json
daily:600438:hfq,equity_daily,600438,A,hfq,,success,PASS,5252,2004-03-02,2026-08-24,,listing_date_unavailable,,,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=600438/adjust=hfq/data.parquet,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=600438/adjust=hfq/metadata.json
daily:002361:raw,equity_daily,002361,A,raw,,success,PASS,3900,2010-03-03,2026-08-24,,listing_date_unavailable,,,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=002361/adjust=raw/data.parquet,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=002361/adjust=raw/metadata.json
daily:002361:qfq,equity_daily,002361,A,qfq,,failed,NOT_RUN,0,,,,listing_date_unavailable,connection_error,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3",,
daily:002361:hfq,equity_daily,002361,A,hfq,,failed,NOT_RUN,0,,,,listing_date_unavailable,connection_error,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3",,
daily:601500:raw,equity_daily,601500,A,raw,,failed,NOT_RUN,0,,,,listing_date_unavailable,connection_error,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3",,
daily:601500:qfq,equity_daily,601500,A,qfq,,success,PASS,2404,2016-09-19,2026-08-24,,listing_date_unavailable,,,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=601500/adjust=qfq/data.parquet,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=601500/adjust=qfq/metadata.json
daily:601500:hfq,equity_daily,601500,A,hfq,,success,PASS,2404,2016-09-19,2026-08-24,,listing_date_unavailable,,,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=601500/adjust=hfq/data.parquet,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=601500/adjust=hfq/metadata.json
daily:600231:raw,equity_daily,600231,A,raw,,success,PASS,6241,2000-05-11,2026-08-24,,listing_date_unavailable,,,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=600231/adjust=raw/data.parquet,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=600231/adjust=raw/metadata.json
daily:600231:qfq,equity_daily,600231,A,qfq,,success,PASS,6241,2000-05-11,2026-08-24,,listing_date_unavailable,,,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=600231/adjust=qfq/data.parquet,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=600231/adjust=qfq/metadata.json
daily:600231:hfq,equity_daily,600231,A,hfq,,success,PASS,6241,2000-05-11,2026-08-24,,listing_date_unavailable,,,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=600231/adjust=hfq/data.parquet,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=600231/adjust=hfq/metadata.json
daily:300274:raw,equity_daily,300274,A,raw,,success,PASS,3570,2011-11-02,2026-08-24,,listing_date_unavailable,,,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=300274/adjust=raw/data.parquet,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=300274/adjust=raw/metadata.json
daily:300274:qfq,equity_daily,300274,A,qfq,,success,FAIL,3570,2011-11-02,2026-08-24,,listing_date_unavailable,,negative_market_value,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=300274/adjust=qfq/data.parquet,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=300274/adjust=qfq/metadata.json
daily:300274:hfq,equity_daily,300274,A,hfq,,success,PASS,3570,2011-11-02,2026-08-24,,listing_date_unavailable,,,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=300274/adjust=hfq/data.parquet,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=300274/adjust=hfq/metadata.json
daily:601636:raw,equity_daily,601636,A,raw,,success,PASS,3637,2011-08-12,2026-08-24,,listing_date_unavailable,,,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=601636/adjust=raw/data.parquet,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=601636/adjust=raw/metadata.json
daily:601636:qfq,equity_daily,601636,A,qfq,,success,FAIL,3637,2011-08-12,2026-08-24,,listing_date_unavailable,,negative_market_value,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=601636/adjust=qfq/data.parquet,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=601636/adjust=qfq/metadata.json
daily:601636:hfq,equity_daily,601636,A,hfq,,success,PASS,3637,2011-08-12,2026-08-24,,listing_date_unavailable,,,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=601636/adjust=hfq/data.parquet,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=601636/adjust=hfq/metadata.json
daily:002129:raw,equity_daily,002129,A,raw,,success,PASS,4155,2007-04-20,2026-08-24,,listing_date_unavailable,,,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=002129/adjust=raw/data.parquet,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=A/symbol=002129/adjust=raw/metadata.json
daily:002129:qfq,equity_daily,002129,A,qfq,,failed,NOT_RUN,0,,,,listing_date_unavailable,connection_error,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3",,
daily:002129:hfq,equity_daily,002129,A,hfq,,failed,NOT_RUN,0,,,,listing_date_unavailable,connection_error,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3",,
daily:000100:raw,equity_daily,000100,A,raw,,failed,NOT_RUN,0,,,,listing_date_unavailable,connection_error,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3",,
daily:000100:qfq,equity_daily,000100,A,qfq,,failed,NOT_RUN,0,,,,listing_date_unavailable,connection_error,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3",,
daily:000100:hfq,equity_daily,000100,A,hfq,,failed,NOT_RUN,0,,,,listing_date_unavailable,connection_error,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3",,
daily:300433:raw,equity_daily,300433,A,raw,,failed,NOT_RUN,0,,,,listing_date_unavailable,connection_error,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3",,
daily:300433:qfq,equity_daily,300433,A,qfq,,failed,NOT_RUN,0,,,,listing_date_unavailable,connection_error,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3",,
daily:300433:hfq,equity_daily,300433,A,hfq,,failed,NOT_RUN,0,,,,listing_date_unavailable,connection_error,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3",,
daily:02180.HK:raw,equity_daily,02180.HK,HK,raw,,failed,NOT_RUN,0,,,,listing_date_unavailable,connection_error,"HTTPSConnectionPool(host='33.push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?secid=116.02180&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2C",,
daily:02180.HK:qfq,equity_daily,02180.HK,HK,qfq,,failed,NOT_RUN,0,,,,listing_date_unavailable,connection_error,"HTTPSConnectionPool(host='33.push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?secid=116.02180&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2C",,
daily:02180.HK:hfq,equity_daily,02180.HK,HK,hfq,,success,FAIL,1314,2019-07-10,2026-08-24,,listing_date_unavailable,,ohlc_logic_error,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=HK/symbol=02180.HK/adjust=hfq/data.parquet,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=HK/symbol=02180.HK/adjust=hfq/metadata.json
daily:08365.HK:raw,equity_daily,08365.HK,HK,raw,,failed,NOT_RUN,0,,,,listing_date_unavailable,connection_error,"HTTPSConnectionPool(host='33.push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?secid=116.08365&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2C",,
daily:08365.HK:qfq,equity_daily,08365.HK,HK,qfq,,success,PASS,1780,2017-05-26,2026-08-24,,listing_date_unavailable,,,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=HK/symbol=08365.HK/adjust=qfq/data.parquet,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=HK/symbol=08365.HK/adjust=qfq/metadata.json
daily:08365.HK:hfq,equity_daily,08365.HK,HK,hfq,,success,PASS,1780,2017-05-26,2026-08-24,,listing_date_unavailable,,,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=HK/symbol=08365.HK/adjust=hfq/data.parquet,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=HK/symbol=08365.HK/adjust=hfq/metadata.json
daily:08462.HK:raw,equity_daily,08462.HK,HK,raw,,success,PASS,1800,2017-07-17,2026-08-24,,listing_date_unavailable,,,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=HK/symbol=08462.HK/adjust=raw/data.parquet,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=HK/symbol=08462.HK/adjust=raw/metadata.json
daily:08462.HK:qfq,equity_daily,08462.HK,HK,qfq,,success,PASS,1800,2017-07-17,2026-08-24,,listing_date_unavailable,,,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=HK/symbol=08462.HK/adjust=qfq/data.parquet,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=HK/symbol=08462.HK/adjust=qfq/metadata.json
daily:08462.HK:hfq,equity_daily,08462.HK,HK,hfq,,success,PASS,1800,2017-07-17,2026-08-24,,listing_date_unavailable,,,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=HK/symbol=08462.HK/adjust=hfq/data.parquet,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=HK/symbol=08462.HK/adjust=hfq/metadata.json
daily:02076.HK:raw,equity_daily,02076.HK,HK,raw,,success,FAIL,708,2022-12-22,2026-08-24,,listing_date_unavailable,,ohlc_logic_error,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=HK/symbol=02076.HK/adjust=raw/data.parquet,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=HK/symbol=02076.HK/adjust=raw/metadata.json
daily:02076.HK:qfq,equity_daily,02076.HK,HK,qfq,,success,FAIL,708,2022-12-22,2026-08-24,,listing_date_unavailable,,ohlc_logic_error,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=HK/symbol=02076.HK/adjust=qfq/data.parquet,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=HK/symbol=02076.HK/adjust=qfq/metadata.json
daily:02076.HK:hfq,equity_daily,02076.HK,HK,hfq,,success,FAIL,708,2022-12-22,2026-08-24,,listing_date_unavailable,,ohlc_logic_error,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=HK/symbol=02076.HK/adjust=hfq/data.parquet,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=HK/symbol=02076.HK/adjust=hfq/metadata.json
daily:06100.HK:raw,equity_daily,06100.HK,HK,raw,,success,FAIL,2004,2018-06-29,2026-08-24,,listing_date_unavailable,,ohlc_logic_error,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=HK/symbol=06100.HK/adjust=raw/data.parquet,data/raw/stage17/equity_daily/run_id=9a0c3c18-5b7d-4d58-a719-172026082424/market=HK/symbol=06100.HK/adjust=raw/metadata.json
daily:06100.HK:qfq,equity_daily,06100.HK,HK,qfq,,failed,NOT_RUN,0,,,,listing_date_unavailable,connection_error,"HTTPSConnectionPool(host='33.push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?secid=116.06100&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2C",,
daily:06100.HK:hfq,equity_daily,06100.HK,HK,hfq,,failed,NOT_RUN,0,,,,listing_date_unavailable,connection_error,"HTTPSConnectionPool(host='33.push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?secid=116.06100&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2C",,
daily:06919.HK:raw,equity_daily,06919.HK,HK,raw,,failed,NOT_RUN,0,,,,listing_date_unavailable,connection_error,"HTTPSConnectionPool(host='33.push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?secid=116.06919&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2C",,
