run_id,symbol,market,as_of_date,feature_name,feature_value,feature_status,unavailable_reason,formula,output_unit,period_semantics,source_report_date,source_announcement_date,source_update_date,source_report_dates,source_announcement_dates,source_update_dates,source_fields,source_tables,source_canonical_keys,source_run_ids,source_clean_run_ids,source_sha256s,source_currencies,source_periods,lineage_json,schema_version,downstream_policy
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,06100.HK,HK,2026-07-27,net_margin,,UNAVAILABLE,NO_COMMON_PIT_REPORT_PERIOD,net_profit/revenue at same report period,ratio,same_report_period cumulative,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,06100.HK,HK,2026-07-27,net_profit,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,latest PIT net_profit normalized_value,currency,latest_available_report_period,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,06100.HK,HK,2026-07-27,net_profit_yoy,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,net_profit(t)/net_profit(t-1 same fiscal_period)-1,ratio,same_fiscal_period_prior_year,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,06100.HK,HK,2026-07-27,ocf_to_net_profit,,UNAVAILABLE,NO_COMMON_PIT_REPORT_PERIOD,operating_cash_flow/net_profit at same report period,ratio,same_report_period cumulative,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,06100.HK,HK,2026-07-27,operating_cash_flow,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,latest PIT operating_cash_flow normalized_value,currency,latest_available_report_period cumulative,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,06100.HK,HK,2026-07-27,revenue,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,latest PIT revenue normalized_value,currency,latest_available_report_period,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,06100.HK,HK,2026-07-27,revenue_yoy,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,revenue(t)/revenue(t-1 same fiscal_period)-1,ratio,same_fiscal_period_prior_year,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,06100.HK,HK,2026-07-27,roa,,UNAVAILABLE,ANNUAL_OR_PRIOR_BALANCE_UNAVAILABLE,"annual net_profit/average(current FY total_assets,prior FY total_assets)",ratio,latest FY with prior comparable FY balance,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,06100.HK,HK,2026-07-27,roe,,UNAVAILABLE,ANNUAL_OR_PRIOR_BALANCE_UNAVAILABLE,"annual parent_net_profit/average(current FY parent_equity,prior FY parent_equity)",ratio,latest FY with prior comparable FY balance,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,06100.HK,HK,2026-07-27,total_assets,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,latest PIT total_assets normalized_value,currency,latest_available_report_period,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,06100.HK,HK,2026-07-27,total_equity,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,latest PIT net_assets normalized_value,currency,latest_available_report_period,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,06919.HK,HK,2026-07-27,debt_to_asset,,UNAVAILABLE,NO_COMMON_PIT_REPORT_PERIOD,total_liabilities/total_assets at same report period,ratio,same_report_period stock values,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,06919.HK,HK,2026-07-27,net_margin,,UNAVAILABLE,NO_COMMON_PIT_REPORT_PERIOD,net_profit/revenue at same report period,ratio,same_report_period cumulative,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,06919.HK,HK,2026-07-27,net_profit,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,latest PIT net_profit normalized_value,currency,latest_available_report_period,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,06919.HK,HK,2026-07-27,net_profit_yoy,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,net_profit(t)/net_profit(t-1 same fiscal_period)-1,ratio,same_fiscal_period_prior_year,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,06919.HK,HK,2026-07-27,ocf_to_net_profit,,UNAVAILABLE,NO_COMMON_PIT_REPORT_PERIOD,operating_cash_flow/net_profit at same report period,ratio,same_report_period cumulative,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,06919.HK,HK,2026-07-27,operating_cash_flow,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,latest PIT operating_cash_flow normalized_value,currency,latest_available_report_period cumulative,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,06919.HK,HK,2026-07-27,revenue,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,latest PIT revenue normalized_value,currency,latest_available_report_period,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,06919.HK,HK,2026-07-27,revenue_yoy,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,revenue(t)/revenue(t-1 same fiscal_period)-1,ratio,same_fiscal_period_prior_year,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,06919.HK,HK,2026-07-27,roa,,UNAVAILABLE,ANNUAL_OR_PRIOR_BALANCE_UNAVAILABLE,"annual net_profit/average(current FY total_assets,prior FY total_assets)",ratio,latest FY with prior comparable FY balance,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,06919.HK,HK,2026-07-27,roe,,UNAVAILABLE,ANNUAL_OR_PRIOR_BALANCE_UNAVAILABLE,"annual parent_net_profit/average(current FY parent_equity,prior FY parent_equity)",ratio,latest FY with prior comparable FY balance,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,06919.HK,HK,2026-07-27,total_assets,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,latest PIT total_assets normalized_value,currency,latest_available_report_period,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,06919.HK,HK,2026-07-27,total_equity,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,latest PIT net_assets normalized_value,currency,latest_available_report_period,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,08365.HK,HK,2026-07-27,debt_to_asset,,UNAVAILABLE,NO_COMMON_PIT_REPORT_PERIOD,total_liabilities/total_assets at same report period,ratio,same_report_period stock values,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,08365.HK,HK,2026-07-27,net_margin,,UNAVAILABLE,NO_COMMON_PIT_REPORT_PERIOD,net_profit/revenue at same report period,ratio,same_report_period cumulative,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,08365.HK,HK,2026-07-27,net_profit,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,latest PIT net_profit normalized_value,currency,latest_available_report_period,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,08365.HK,HK,2026-07-27,net_profit_yoy,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,net_profit(t)/net_profit(t-1 same fiscal_period)-1,ratio,same_fiscal_period_prior_year,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,08365.HK,HK,2026-07-27,ocf_to_net_profit,,UNAVAILABLE,NO_COMMON_PIT_REPORT_PERIOD,operating_cash_flow/net_profit at same report period,ratio,same_report_period cumulative,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,08365.HK,HK,2026-07-27,operating_cash_flow,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,latest PIT operating_cash_flow normalized_value,currency,latest_available_report_period cumulative,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,08365.HK,HK,2026-07-27,revenue,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,latest PIT revenue normalized_value,currency,latest_available_report_period,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,08365.HK,HK,2026-07-27,revenue_yoy,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,revenue(t)/revenue(t-1 same fiscal_period)-1,ratio,same_fiscal_period_prior_year,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,08365.HK,HK,2026-07-27,roa,,UNAVAILABLE,ANNUAL_OR_PRIOR_BALANCE_UNAVAILABLE,"annual net_profit/average(current FY total_assets,prior FY total_assets)",ratio,latest FY with prior comparable FY balance,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,08365.HK,HK,2026-07-27,roe,,UNAVAILABLE,ANNUAL_OR_PRIOR_BALANCE_UNAVAILABLE,"annual parent_net_profit/average(current FY parent_equity,prior FY parent_equity)",ratio,latest FY with prior comparable FY balance,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,08365.HK,HK,2026-07-27,total_assets,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,latest PIT total_assets normalized_value,currency,latest_available_report_period,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,08365.HK,HK,2026-07-27,total_equity,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,latest PIT net_assets normalized_value,currency,latest_available_report_period,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,08462.HK,HK,2026-07-27,debt_to_asset,,UNAVAILABLE,NO_COMMON_PIT_REPORT_PERIOD,total_liabilities/total_assets at same report period,ratio,same_report_period stock values,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,08462.HK,HK,2026-07-27,net_margin,,UNAVAILABLE,NO_COMMON_PIT_REPORT_PERIOD,net_profit/revenue at same report period,ratio,same_report_period cumulative,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,08462.HK,HK,2026-07-27,net_profit,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,latest PIT net_profit normalized_value,currency,latest_available_report_period,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,08462.HK,HK,2026-07-27,net_profit_yoy,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,net_profit(t)/net_profit(t-1 same fiscal_period)-1,ratio,same_fiscal_period_prior_year,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,08462.HK,HK,2026-07-27,ocf_to_net_profit,,UNAVAILABLE,NO_COMMON_PIT_REPORT_PERIOD,operating_cash_flow/net_profit at same report period,ratio,same_report_period cumulative,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,08462.HK,HK,2026-07-27,operating_cash_flow,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,latest PIT operating_cash_flow normalized_value,currency,latest_available_report_period cumulative,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,08462.HK,HK,2026-07-27,revenue,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,latest PIT revenue normalized_value,currency,latest_available_report_period,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,08462.HK,HK,2026-07-27,revenue_yoy,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,revenue(t)/revenue(t-1 same fiscal_period)-1,ratio,same_fiscal_period_prior_year,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,08462.HK,HK,2026-07-27,roa,,UNAVAILABLE,ANNUAL_OR_PRIOR_BALANCE_UNAVAILABLE,"annual net_profit/average(current FY total_assets,prior FY total_assets)",ratio,latest FY with prior comparable FY balance,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,08462.HK,HK,2026-07-27,roe,,UNAVAILABLE,ANNUAL_OR_PRIOR_BALANCE_UNAVAILABLE,"annual parent_net_profit/average(current FY parent_equity,prior FY parent_equity)",ratio,latest FY with prior comparable FY balance,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,08462.HK,HK,2026-07-27,total_assets,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,latest PIT total_assets normalized_value,currency,latest_available_report_period,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,08462.HK,HK,2026-07-27,total_equity,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,latest PIT net_assets normalized_value,currency,latest_available_report_period,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,09669.HK,HK,2026-07-27,debt_to_asset,,UNAVAILABLE,NO_COMMON_PIT_REPORT_PERIOD,total_liabilities/total_assets at same report period,ratio,same_report_period stock values,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,09669.HK,HK,2026-07-27,net_margin,,UNAVAILABLE,NO_COMMON_PIT_REPORT_PERIOD,net_profit/revenue at same report period,ratio,same_report_period cumulative,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,09669.HK,HK,2026-07-27,net_profit,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,latest PIT net_profit normalized_value,currency,latest_available_report_period,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,09669.HK,HK,2026-07-27,net_profit_yoy,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,net_profit(t)/net_profit(t-1 same fiscal_period)-1,ratio,same_fiscal_period_prior_year,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,09669.HK,HK,2026-07-27,ocf_to_net_profit,,UNAVAILABLE,NO_COMMON_PIT_REPORT_PERIOD,operating_cash_flow/net_profit at same report period,ratio,same_report_period cumulative,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,09669.HK,HK,2026-07-27,operating_cash_flow,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,latest PIT operating_cash_flow normalized_value,currency,latest_available_report_period cumulative,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,09669.HK,HK,2026-07-27,revenue,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,latest PIT revenue normalized_value,currency,latest_available_report_period,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,09669.HK,HK,2026-07-27,revenue_yoy,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,revenue(t)/revenue(t-1 same fiscal_period)-1,ratio,same_fiscal_period_prior_year,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,09669.HK,HK,2026-07-27,roa,,UNAVAILABLE,ANNUAL_OR_PRIOR_BALANCE_UNAVAILABLE,"annual net_profit/average(current FY total_assets,prior FY total_assets)",ratio,latest FY with prior comparable FY balance,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,09669.HK,HK,2026-07-27,roe,,UNAVAILABLE,ANNUAL_OR_PRIOR_BALANCE_UNAVAILABLE,"annual parent_net_profit/average(current FY parent_equity,prior FY parent_equity)",ratio,latest FY with prior comparable FY balance,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,09669.HK,HK,2026-07-27,total_assets,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,latest PIT total_assets normalized_value,currency,latest_available_report_period,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,09669.HK,HK,2026-07-27,total_equity,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,latest PIT net_assets normalized_value,currency,latest_available_report_period,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
