stage,manifest,kind,path,expected_size,actual_size,expected_sha256,actual_sha256,size_match,sha256_match,status
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_individual_fund_flow/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=300274/data.parquet,20618,20618,ca16eef65e55cfc7dd5f685b5f3ca9a8503b7a8b98edd9b89c567a381852a198,ca16eef65e55cfc7dd5f685b5f3ca9a8503b7a8b98edd9b89c567a381852a198,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_individual_fund_flow/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=300433/data.parquet,20593,20593,2389eae2076d4912b993e5052d2d0ff3029dee3952f9f7e72affb7199fc49c6e,2389eae2076d4912b993e5052d2d0ff3029dee3952f9f7e72affb7199fc49c6e,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_individual_fund_flow/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600231/data.parquet,19988,19988,0920654c2289212a66563bc8e85a4aaa98d8041f1a52b79035687e21d119334b,0920654c2289212a66563bc8e85a4aaa98d8041f1a52b79035687e21d119334b,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_individual_fund_flow/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600438/data.parquet,20522,20522,8c1eb989bf57ccf6cddf2ca97bc2312eb58d520cc2ff482a61efcbc751f21910,8c1eb989bf57ccf6cddf2ca97bc2312eb58d520cc2ff482a61efcbc751f21910,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_individual_fund_flow/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600763/data.parquet,20531,20531,4a55ba05392cbb118f5aa9665e0f2d0e9d52fa33be237170307af218b0d0f8f1,4a55ba05392cbb118f5aa9665e0f2d0e9d52fa33be237170307af218b0d0f8f1,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_individual_fund_flow/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601012/data.parquet,20448,20448,d3af6307af95a563fe8182ce5b77ac9bad43f956bf55bda695cfece7774b4ef7,d3af6307af95a563fe8182ce5b77ac9bad43f956bf55bda695cfece7774b4ef7,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_individual_fund_flow/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601500/data.parquet,20037,20037,a6c886cdc24c3b075dfcb130121c69f83f4decfa62c7e42bcf2c1e8b0360fc7b,a6c886cdc24c3b075dfcb130121c69f83f4decfa62c7e42bcf2c1e8b0360fc7b,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_individual_fund_flow/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601636/data.parquet,20419,20419,7b0879ca1ba02acd342eae14b5c12b7c35ce9ccaf69aa9795696cbc385df6cb9,7b0879ca1ba02acd342eae14b5c12b7c35ce9ccaf69aa9795696cbc385df6cb9,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_individual_fund_flow/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=603259/data.parquet,20565,20565,44efdbc97064a747f3e6c91a1dadb39958bca95edfe0c6c54b9d168cd7d0971c,44efdbc97064a747f3e6c91a1dadb39958bca95edfe0c6c54b9d168cd7d0971c,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_individual_fund_flow/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=603799/data.parquet,20608,20608,f2233f6a9386580bfc7ef2433bd3d13caad7827cd6c5c91e5cbf7fa46a8a0045,f2233f6a9386580bfc7ef2433bd3d13caad7827cd6c5c91e5cbf7fa46a8a0045,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_profit_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=000100/data.parquet,181209,181209,d5f1e614cf23a3150f17254dd555c4309592c56adda5c569a67db01093541be9,d5f1e614cf23a3150f17254dd555c4309592c56adda5c569a67db01093541be9,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_profit_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002067/data.parquet,167897,167897,2f33d39543b8cf3b73951b4300d3dbb6dcdc90c5d932cdee4f09ac610a78eed6,2f33d39543b8cf3b73951b4300d3dbb6dcdc90c5d932cdee4f09ac610a78eed6,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_profit_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002129/data.parquet,169019,169019,b6315297fdd86a0f7fa224ba8d05a3322d16e5d83a61b29a85a5ab927d98a406,b6315297fdd86a0f7fa224ba8d05a3322d16e5d83a61b29a85a5ab927d98a406,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_profit_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002230/data.parquet,164613,164613,6c355d2d47b56867e2f5b8163f195be7f0b3f5f2ffc45bc0088ead8e76f82df1,6c355d2d47b56867e2f5b8163f195be7f0b3f5f2ffc45bc0088ead8e76f82df1,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_profit_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002361/data.parquet,155949,155949,079b5d1a27bda70e8e9777984639030a2e29afe827bfdadba7922d34cb84ab10,079b5d1a27bda70e8e9777984639030a2e29afe827bfdadba7922d34cb84ab10,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_profit_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002600/data.parquet,163147,163147,43179d25512274717b5d9407683aa9bc8b2d35327d85c2efcd46bde1a98491c8,43179d25512274717b5d9407683aa9bc8b2d35327d85c2efcd46bde1a98491c8,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_profit_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=300274/data.parquet,159344,159344,2054c0df86f5136e7785131783c512daa8ec4a68cb30d98cacf50bdea292f530,2054c0df86f5136e7785131783c512daa8ec4a68cb30d98cacf50bdea292f530,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_profit_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=300433/data.parquet,156562,156562,b6235e3738a81ecbcd4241a15b842fb72a7f9f4e51c863c541e475cd56f15754,b6235e3738a81ecbcd4241a15b842fb72a7f9f4e51c863c541e475cd56f15754,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_profit_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600231/data.parquet,169585,169585,d6fd09213bac00ce04f21a4763395fd2ad9d625849f2a22cb541260286e570cb,d6fd09213bac00ce04f21a4763395fd2ad9d625849f2a22cb541260286e570cb,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_profit_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600438/data.parquet,177131,177131,73e978fb0ca8f81e7858aac696856393630fab5a325b7926451b5a830c1aac22,73e978fb0ca8f81e7858aac696856393630fab5a325b7926451b5a830c1aac22,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_profit_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600763/data.parquet,172703,172703,95ff0031526a2f563a890ca777aadded06b5ef47bb2b83178308c084a3ab878c,95ff0031526a2f563a890ca777aadded06b5ef47bb2b83178308c084a3ab878c,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_profit_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601012/data.parquet,162803,162803,0ab57daab4419013353d0aa53dd6e8257af5154ba08e315f506d3d274395fbbc,0ab57daab4419013353d0aa53dd6e8257af5154ba08e315f506d3d274395fbbc,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_profit_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601500/data.parquet,149445,149445,66c5297bb142c96f37aac41fc6697d749bc5b889085529c54ff95ebe94639417,66c5297bb142c96f37aac41fc6697d749bc5b889085529c54ff95ebe94639417,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_profit_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601636/data.parquet,158938,158938,103e4beff6305f0e39d0e5f16e9687f29962e35b8bb0b4489a6fcd98d8977742,103e4beff6305f0e39d0e5f16e9687f29962e35b8bb0b4489a6fcd98d8977742,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_profit_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=603259/data.parquet,148949,148949,986c27620deb22dc7366f85b7bc3a57d197ce6df9c05ec5b05ba3d0d9f01e1b6,986c27620deb22dc7366f85b7bc3a57d197ce6df9c05ec5b05ba3d0d9f01e1b6,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_profit_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=603799/data.parquet,160220,160220,68fa1b361f5beacaadc7b56b48a49fb24390166110d66b9c72fcd629a9663e01,68fa1b361f5beacaadc7b56b48a49fb24390166110d66b9c72fcd629a9663e01,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,report,reports/stage4_financial_coverage.csv,629539,629539,c6efc66e7eae3e0b117260402d17bcf48390016523e02bfcce26f03410a11316,c6efc66e7eae3e0b117260402d17bcf48390016523e02bfcce26f03410a11316,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,report,reports/stage4_financial_run.json,822,822,140362f9d91643a353070144cbaf0a866f0dfe649ef0e406fcf876d2501a4275,140362f9d91643a353070144cbaf0a866f0dfe649ef0e406fcf876d2501a4275,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,report,reports/stage4_core_field_availability.csv,58556,58556,f5660f0206b616faa7d4b2512e65d3b736357dc3dc054e3e2b1a58e30cffbf86,f5660f0206b616faa7d4b2512e65d3b736357dc3dc054e3e2b1a58e30cffbf86,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,report,reports/stage4_fund_flow_coverage.csv,5149,5149,8e61c911bfabd9a13e7a4f6149aad0293934c0b83cb5ffaae715227542bf6c5e,8e61c911bfabd9a13e7a4f6149aad0293934c0b83cb5ffaae715227542bf6c5e,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,report,reports/stage4_point_in_time_risk.csv,818748,818748,e65baca10dcdc37ba5a738c659c78ea6b68683b0e4bb62e44953334b882f3d5c,e65baca10dcdc37ba5a738c659c78ea6b68683b0e4bb62e44953334b882f3d5c,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,report,docs/stage4_financial_fetch.md,443,443,c53301a86636d34580b74a482185845e5a8f1f8f4a37c3aa5c74f6c3281d368a,c53301a86636d34580b74a482185845e5a8f1f8f4a37c3aa5c74f6c3281d368a,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,report,reports/stage4_repair_task_results.csv,5908,5908,124dd3c6448488784c05946dc40b947c319a295dce52c611375b87875dcf4037,124dd3c6448488784c05946dc40b947c319a295dce52c611375b87875dcf4037,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,report,reports/stage4_repair.json,498,498,40603d2f3d7e9cb916fcc00104b8d898851a68e706b43502a8785ee312e70cb8,40603d2f3d7e9cb916fcc00104b8d898851a68e706b43502a8785ee312e70cb8,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,report,docs/stage4_repair.md,602,602,329264c20dd6d45466f83223f5c9944240aec1893f9b55180d92fd5c1a756b88,329264c20dd6d45466f83223f5c9944240aec1893f9b55180d92fd5c1a756b88,True,True,PASS
