run_id,dataset_id,symbol,adjust,status,row_count,column_count,min_date,max_date,schema_hash,quality_status,warning_count,error_count,raw_path,error_type,error_message
39a6996e-36d7-4b73-b0b8-c38da4ae672e,stock_zh_a_hist:002361:raw,002361,,success,726,12,2023-07-27,2026-07-27,3c3d5f8a65bfea911c294d9dc1d8fbb73b579f53ac559f654cc7fd3ab7d253a6,PASS,0,0,data/raw/stock_zh_a_hist/run_id=39a6996e-36d7-4b73-b0b8-c38da4ae672e/adjust=raw/symbol=002361/data.parquet,,
39a6996e-36d7-4b73-b0b8-c38da4ae672e,stock_zh_a_hist:601500:qfq,601500,qfq,success,722,12,2023-07-27,2026-07-27,3c3d5f8a65bfea911c294d9dc1d8fbb73b579f53ac559f654cc7fd3ab7d253a6,PASS,0,0,data/raw/stock_zh_a_hist/run_id=39a6996e-36d7-4b73-b0b8-c38da4ae672e/adjust=qfq/symbol=601500/data.parquet,,
39a6996e-36d7-4b73-b0b8-c38da4ae672e,stock_zh_a_hist:601500:raw,601500,,success,722,12,2023-07-27,2026-07-27,3c3d5f8a65bfea911c294d9dc1d8fbb73b579f53ac559f654cc7fd3ab7d253a6,PASS,0,0,data/raw/stock_zh_a_hist/run_id=39a6996e-36d7-4b73-b0b8-c38da4ae672e/adjust=raw/symbol=601500/data.parquet,,
39a6996e-36d7-4b73-b0b8-c38da4ae672e,stock_zh_a_hist:600231:qfq,600231,qfq,success,726,12,2023-07-27,2026-07-27,3c3d5f8a65bfea911c294d9dc1d8fbb73b579f53ac559f654cc7fd3ab7d253a6,PASS,0,0,data/raw/stock_zh_a_hist/run_id=39a6996e-36d7-4b73-b0b8-c38da4ae672e/adjust=qfq/symbol=600231/data.parquet,,
39a6996e-36d7-4b73-b0b8-c38da4ae672e,stock_zh_a_hist:600231:raw,600231,,success,726,12,2023-07-27,2026-07-27,3c3d5f8a65bfea911c294d9dc1d8fbb73b579f53ac559f654cc7fd3ab7d253a6,PASS,0,0,data/raw/stock_zh_a_hist/run_id=39a6996e-36d7-4b73-b0b8-c38da4ae672e/adjust=raw/symbol=600231/data.parquet,,
39a6996e-36d7-4b73-b0b8-c38da4ae672e,stock_zh_a_hist:300274:qfq,300274,qfq,success,726,12,2023-07-27,2026-07-27,3c3d5f8a65bfea911c294d9dc1d8fbb73b579f53ac559f654cc7fd3ab7d253a6,PASS,0,0,data/raw/stock_zh_a_hist/run_id=39a6996e-36d7-4b73-b0b8-c38da4ae672e/adjust=qfq/symbol=300274/data.parquet,,
39a6996e-36d7-4b73-b0b8-c38da4ae672e,stock_zh_a_hist:300274:raw,300274,,success,726,12,2023-07-27,2026-07-27,3c3d5f8a65bfea911c294d9dc1d8fbb73b579f53ac559f654cc7fd3ab7d253a6,PASS,0,0,data/raw/stock_zh_a_hist/run_id=39a6996e-36d7-4b73-b0b8-c38da4ae672e/adjust=raw/symbol=300274/data.parquet,,
39a6996e-36d7-4b73-b0b8-c38da4ae672e,stock_zh_a_hist:601636:qfq,601636,qfq,success,726,12,2023-07-27,2026-07-27,3c3d5f8a65bfea911c294d9dc1d8fbb73b579f53ac559f654cc7fd3ab7d253a6,PASS,0,0,data/raw/stock_zh_a_hist/run_id=39a6996e-36d7-4b73-b0b8-c38da4ae672e/adjust=qfq/symbol=601636/data.parquet,,
39a6996e-36d7-4b73-b0b8-c38da4ae672e,stock_zh_a_hist:601636:raw,601636,,success,726,12,2023-07-27,2026-07-27,3c3d5f8a65bfea911c294d9dc1d8fbb73b579f53ac559f654cc7fd3ab7d253a6,PASS,0,0,data/raw/stock_zh_a_hist/run_id=39a6996e-36d7-4b73-b0b8-c38da4ae672e/adjust=raw/symbol=601636/data.parquet,,
39a6996e-36d7-4b73-b0b8-c38da4ae672e,stock_zh_a_hist:002129:qfq,002129,qfq,success,726,12,2023-07-27,2026-07-27,3c3d5f8a65bfea911c294d9dc1d8fbb73b579f53ac559f654cc7fd3ab7d253a6,PASS,0,0,data/raw/stock_zh_a_hist/run_id=39a6996e-36d7-4b73-b0b8-c38da4ae672e/adjust=qfq/symbol=002129/data.parquet,,
39a6996e-36d7-4b73-b0b8-c38da4ae672e,stock_zh_a_hist:002129:raw,002129,,success,726,12,2023-07-27,2026-07-27,3c3d5f8a65bfea911c294d9dc1d8fbb73b579f53ac559f654cc7fd3ab7d253a6,PASS,0,0,data/raw/stock_zh_a_hist/run_id=39a6996e-36d7-4b73-b0b8-c38da4ae672e/adjust=raw/symbol=002129/data.parquet,,
39a6996e-36d7-4b73-b0b8-c38da4ae672e,stock_zh_a_hist:000100:qfq,000100,qfq,success,726,12,2023-07-27,2026-07-27,3c3d5f8a65bfea911c294d9dc1d8fbb73b579f53ac559f654cc7fd3ab7d253a6,PASS,0,0,data/raw/stock_zh_a_hist/run_id=39a6996e-36d7-4b73-b0b8-c38da4ae672e/adjust=qfq/symbol=000100/data.parquet,,
39a6996e-36d7-4b73-b0b8-c38da4ae672e,stock_zh_a_hist:000100:raw,000100,,success,726,12,2023-07-27,2026-07-27,3c3d5f8a65bfea911c294d9dc1d8fbb73b579f53ac559f654cc7fd3ab7d253a6,PASS,0,0,data/raw/stock_zh_a_hist/run_id=39a6996e-36d7-4b73-b0b8-c38da4ae672e/adjust=raw/symbol=000100/data.parquet,,
39a6996e-36d7-4b73-b0b8-c38da4ae672e,stock_zh_a_hist:300433:qfq,300433,qfq,success,726,12,2023-07-27,2026-07-27,3c3d5f8a65bfea911c294d9dc1d8fbb73b579f53ac559f654cc7fd3ab7d253a6,PASS,0,0,data/raw/stock_zh_a_hist/run_id=39a6996e-36d7-4b73-b0b8-c38da4ae672e/adjust=qfq/symbol=300433/data.parquet,,
39a6996e-36d7-4b73-b0b8-c38da4ae672e,stock_zh_a_hist:300433:raw,300433,,success,726,12,2023-07-27,2026-07-27,3c3d5f8a65bfea911c294d9dc1d8fbb73b579f53ac559f654cc7fd3ab7d253a6,PASS,0,0,data/raw/stock_zh_a_hist/run_id=39a6996e-36d7-4b73-b0b8-c38da4ae672e/adjust=raw/symbol=300433/data.parquet,,
39a6996e-36d7-4b73-b0b8-c38da4ae672e,stock_zh_a_spot_em:full_market,full_market,,success,5884,23,,,c96d66350bf769f15996f8c9dc290328d9ad6d8085c80c5ca2529f815bb883b6,PASS,0,0,data/raw/stock_zh_a_spot_em/run_id=39a6996e-36d7-4b73-b0b8-c38da4ae672e/snapshot_date=2026-07-29/full_market.parquet,,
39a6996e-36d7-4b73-b0b8-c38da4ae672e,stock_zh_a_spot_em:002067,002067,,success,1,23,,,c96d66350bf769f15996f8c9dc290328d9ad6d8085c80c5ca2529f815bb883b6,PASS,0,0,data/raw/stock_zh_a_spot_em/run_id=39a6996e-36d7-4b73-b0b8-c38da4ae672e/snapshot_date=2026-07-29/target_16.parquet,,
39a6996e-36d7-4b73-b0b8-c38da4ae672e,stock_zh_a_spot_em:002600,002600,,success,1,23,,,c96d66350bf769f15996f8c9dc290328d9ad6d8085c80c5ca2529f815bb883b6,PASS,0,0,data/raw/stock_zh_a_spot_em/run_id=39a6996e-36d7-4b73-b0b8-c38da4ae672e/snapshot_date=2026-07-29/target_16.parquet,,
39a6996e-36d7-4b73-b0b8-c38da4ae672e,stock_zh_a_spot_em:002230,002230,,success,1,23,,,c96d66350bf769f15996f8c9dc290328d9ad6d8085c80c5ca2529f815bb883b6,PASS,0,0,data/raw/stock_zh_a_spot_em/run_id=39a6996e-36d7-4b73-b0b8-c38da4ae672e/snapshot_date=2026-07-29/target_16.parquet,,
39a6996e-36d7-4b73-b0b8-c38da4ae672e,stock_zh_a_spot_em:600763,600763,,success,1,23,,,c96d66350bf769f15996f8c9dc290328d9ad6d8085c80c5ca2529f815bb883b6,PASS,0,0,data/raw/stock_zh_a_spot_em/run_id=39a6996e-36d7-4b73-b0b8-c38da4ae672e/snapshot_date=2026-07-29/target_16.parquet,,
39a6996e-36d7-4b73-b0b8-c38da4ae672e,stock_zh_a_spot_em:603259,603259,,success,1,23,,,c96d66350bf769f15996f8c9dc290328d9ad6d8085c80c5ca2529f815bb883b6,PASS,0,0,data/raw/stock_zh_a_spot_em/run_id=39a6996e-36d7-4b73-b0b8-c38da4ae672e/snapshot_date=2026-07-29/target_16.parquet,,
39a6996e-36d7-4b73-b0b8-c38da4ae672e,stock_zh_a_spot_em:603799,603799,,success,1,23,,,c96d66350bf769f15996f8c9dc290328d9ad6d8085c80c5ca2529f815bb883b6,PASS,0,0,data/raw/stock_zh_a_spot_em/run_id=39a6996e-36d7-4b73-b0b8-c38da4ae672e/snapshot_date=2026-07-29/target_16.parquet,,
39a6996e-36d7-4b73-b0b8-c38da4ae672e,stock_zh_a_spot_em:601012,601012,,success,1,23,,,c96d66350bf769f15996f8c9dc290328d9ad6d8085c80c5ca2529f815bb883b6,PASS,0,0,data/raw/stock_zh_a_spot_em/run_id=39a6996e-36d7-4b73-b0b8-c38da4ae672e/snapshot_date=2026-07-29/target_16.parquet,,
39a6996e-36d7-4b73-b0b8-c38da4ae672e,stock_zh_a_spot_em:600438,600438,,success,1,23,,,c96d66350bf769f15996f8c9dc290328d9ad6d8085c80c5ca2529f815bb883b6,PASS,0,0,data/raw/stock_zh_a_spot_em/run_id=39a6996e-36d7-4b73-b0b8-c38da4ae672e/snapshot_date=2026-07-29/target_16.parquet,,
39a6996e-36d7-4b73-b0b8-c38da4ae672e,stock_zh_a_spot_em:002361,002361,,success,1,23,,,c96d66350bf769f15996f8c9dc290328d9ad6d8085c80c5ca2529f815bb883b6,PASS,0,0,data/raw/stock_zh_a_spot_em/run_id=39a6996e-36d7-4b73-b0b8-c38da4ae672e/snapshot_date=2026-07-29/target_16.parquet,,
39a6996e-36d7-4b73-b0b8-c38da4ae672e,stock_zh_a_spot_em:601500,601500,,success,1,23,,,c96d66350bf769f15996f8c9dc290328d9ad6d8085c80c5ca2529f815bb883b6,PASS,0,0,data/raw/stock_zh_a_spot_em/run_id=39a6996e-36d7-4b73-b0b8-c38da4ae672e/snapshot_date=2026-07-29/target_16.parquet,,
39a6996e-36d7-4b73-b0b8-c38da4ae672e,stock_zh_a_spot_em:600231,600231,,success,1,23,,,c96d66350bf769f15996f8c9dc290328d9ad6d8085c80c5ca2529f815bb883b6,PASS,0,0,data/raw/stock_zh_a_spot_em/run_id=39a6996e-36d7-4b73-b0b8-c38da4ae672e/snapshot_date=2026-07-29/target_16.parquet,,
39a6996e-36d7-4b73-b0b8-c38da4ae672e,stock_zh_a_spot_em:300274,300274,,success,1,23,,,c96d66350bf769f15996f8c9dc290328d9ad6d8085c80c5ca2529f815bb883b6,PASS,0,0,data/raw/stock_zh_a_spot_em/run_id=39a6996e-36d7-4b73-b0b8-c38da4ae672e/snapshot_date=2026-07-29/target_16.parquet,,
39a6996e-36d7-4b73-b0b8-c38da4ae672e,stock_zh_a_spot_em:601636,601636,,success,1,23,,,c96d66350bf769f15996f8c9dc290328d9ad6d8085c80c5ca2529f815bb883b6,PASS,0,0,data/raw/stock_zh_a_spot_em/run_id=39a6996e-36d7-4b73-b0b8-c38da4ae672e/snapshot_date=2026-07-29/target_16.parquet,,
39a6996e-36d7-4b73-b0b8-c38da4ae672e,stock_zh_a_spot_em:002129,002129,,success,1,23,,,c96d66350bf769f15996f8c9dc290328d9ad6d8085c80c5ca2529f815bb883b6,PASS,0,0,data/raw/stock_zh_a_spot_em/run_id=39a6996e-36d7-4b73-b0b8-c38da4ae672e/snapshot_date=2026-07-29/target_16.parquet,,
39a6996e-36d7-4b73-b0b8-c38da4ae672e,stock_zh_a_spot_em:000100,000100,,success,1,23,,,c96d66350bf769f15996f8c9dc290328d9ad6d8085c80c5ca2529f815bb883b6,PASS,0,0,data/raw/stock_zh_a_spot_em/run_id=39a6996e-36d7-4b73-b0b8-c38da4ae672e/snapshot_date=2026-07-29/target_16.parquet,,
39a6996e-36d7-4b73-b0b8-c38da4ae672e,stock_zh_a_spot_em:300433,300433,,success,1,23,,,c96d66350bf769f15996f8c9dc290328d9ad6d8085c80c5ca2529f815bb883b6,PASS,0,0,data/raw/stock_zh_a_spot_em/run_id=39a6996e-36d7-4b73-b0b8-c38da4ae672e/snapshot_date=2026-07-29/target_16.parquet,,
